Platform,Severity,Group,Number,Log Message
ASA,3,326,020,List error in string: string
ASA,3,326,021,Error in string: string
ASA,3,326,022,Error in string: string
ASA,3,326,023,string - IP_address: string
ASA,3,326,024,An internal error occurred while processing a packet queue.
ASA,3,326,025,string
ASA,3,326,026,Server unexpected error: error_message
ASA,3,326,027,Corrupted update: error_message
ASA,3,326,028,Asynchronous error: error_message
ASA,3,327,001,IP SLA Monitor: Cannot create a new process
ASA,3,327,002,"IP SLA Monitor: Failed to initialize, IP SLA Monitor functionality will not work"
ASA,3,327,003,IP SLA Monitor: Generic Timer wheel timer functionality failed to initialize
ASA,3,328,001,Attempt made to overwrite a set stub function in string.
ASA,3,329,001,The string0 subblock named string1 was not removed
ASA,3,332,001,"Unable to open cache discovery socket, WCCP V2 closing down."
ASA,3,332,002,"Unable to allocate message buffer, WCCP V2 closing down."
ASA,3,336,001,Route desination_network stuck-in-active state in EIGRP-ddb_name as_num. Cleaning up
ASA,3,336,002,Handle handle_id is not allocated in pool.
ASA,3,336,003,No buffers available for bytes byte packet
ASA,3,336,004,Negative refcount in pakdesc pakdesc.
ASA,3,336,005,"Flow control error, error, on interface_name."
ASA,3,336,006,num peers exist on IIDB interface_name.
ASA,3,336,007,Anchor count negative
ASA,3,336,008,"Lingering DRDB deleting IIDB, dest network, nexthop address (interface), origin origin_str"
ASA,3,336,009,ddb_name as_id: Internal Error
ASA,3,336,012,Interface interface_names going down and neighbor_links links exist
ASA,3,336,013,"Route iproute, iproute_successors successors, db_successors rdbs"
ASA,3,336,014,"""EIGRP_PDM_Process_name, event_log"""
ASA,3,336,015,"Unable to open socket for AS as_number"""
ASA,3,336,016,Unknown timer type timer_type expiration
ASA,3,336,018,process_name as_number: prefix_source threshold prefix level (prefix_threshold) reached
ASA,3,336,019,process_name as_number: prefix_source prefix limit reached (prefix_threshold).
ASA,3,338,305,Failed to download dynamic filter data file from updater server url
ASA,3,338,306,Failed to authenticate with dynamic filter updater server url
ASA,3,338,307,Failed to decrypt downloaded dynamic filter database file
ASA,3,338,309,The license on this ASA does not support dynamic filter updater feature.
ASA,3,338,310,"Failed to update from dynamic filter updater server url, reason: reason string"
ASA,3,340,001,"Loopback-proxy info: error_string context id context_id, context type = version/request_type/address_type client socket (internal)= client_address_internal/client_port_internal server socket (internal)= server_address_internal/server_port_internal server socket (external)= server_address_external/server_port_external remote socket (external)= remote_address_external/remote_port_external"
ASA,3,341,003,Policy Agent failed to start for VNMC vnmc_ip_addr
ASA,3,341,004,Storage device not available: Attempt to shutdown module %s failed.
ASA,3,341,005,Storage device not available. Shutdown issued for module %s.
ASA,3,341,008,Storage device not found. Auto-boot of module %s cancelled. Install drive and reload to try again.
ASA,3,341,011,Storage device with serial number ser_no in bay bay_no faulty. 
ASA,3,342,002,"REST API Agent failed, reason: <reason>"
ASA,3,342,003,REST API Agent failure notification received. Agent will be restarted automatically.
ASA,3,342,004,Failed to automatically restart the REST API Agent after 5 unsuccessful attempts. Use the 'no rest-api agent' and 'rest-api agent' commands to manually restart the Agent.
ASA,3,342,006,"Filed to install REST API image, reason: <reason>"
ASA,3,342,008,"Failed to uninstall REST API image, reason: <reason>"
ASA,3,402,140,CRYPTO: RSA key generation error: modulus len len
ASA,3,402,141,"CRYPTO: Key zeroization error: key set type, reason reason"
ASA,3,402,142,"CRYPTO: Bulk data op error: algorithm alg, mode mode"
ASA,3,402,143,CRYPTO: alg type key op
ASA,3,402,144,"CRYPTO: Digital signature error: signature algorithm sig, hash algorithm hash"
ASA,3,402,145,CRYPTO: Hash generation error: algorithm hash
ASA,3,402,146,"CRYPTO: Keyed hash generation error: algorithm hash, key len len"
ASA,3,402,147,CRYPTO: HMAC generation error: algorithm alg
ASA,3,402,148,CRYPTO: Random Number Generator error
ASA,3,402,149,CRYPTO: weak encryption type (length). Operation disallowed. Not FIPS 140-2 compliant
ASA,3,402,150,CRYPTO: Deprecated hash algorithm used for RSA operation (hash alg). Operation disallowed. Not FIPS 140-2 compliant
ASA,3,403,501,PPPoE - Bad host-unique in PADO - packet dropped. Intf:interface_name AC:ac_name
ASA,3,403,502,PPPoE - Bad host-unique in PADS - dropping packet. Intf:interface_name AC:ac_name
ASA,3,403,503,PPPoE:PPP link down:reason
ASA,3,403,504,PPPoE:No vpdn group group_name for PPPoE is created
ASA,3,403,507,PPPoE:PPPoE client on interface interface failed to locate PPPoE vpdn group group_name
ASA,3,414,001,Failed to save logging buffer using file name filename to FTP server ftp_server_address on interface interface_name: [fail_reason]
ASA,3,414,002,Failed to save logging buffer to flash:/syslog directory using file name: filename: [fail_reason]
ASA,3,414,003,TCP Syslog Server intf: IP_Address/port not responding. New connections are [permitted|denied] based on logging permit-hostdown policy.
ASA,3,414,005,"TCP Syslog Server intf: IP_Address/port connected, New connections are permitted based on logging permit-hostdown policy"
ASA,3,414,006,TCP Syslog Server configured and logging queue is full. New connections denied based on logging permit-hostdown policy.
ASA,3,420,001,"IPS card not up and fail-close mode used, dropping ICMP packet ifc_in:SIP to ifc_out:DIP (typeICMP_TYPE, code ICMP_CODE)"
ASA,3,420,006,"Virtual Sensor not present and fail-close mode used, dropping protocol packet from ifc_in:SIP/SPORT to ifc_out:DIP/DPORT\n"
ASA,3,420,008,"IPS module license disabled and fail-close mode used, dropping packet."
ASA,3,421,001,TCP|UDP flow from interface_name:ip/port to interface_name:ip/port is dropped because application has failed.
ASA,3,421,003,Invalid data plane encapsulation.
ASA,3,421,007,TCP|UDP flow from interface_name:IP_address/port to interface_name:IP_address/port is skipped because application has failed.
ASA,3,425,006,Redundant interface redundant_interface_name switch active member to interface_name failed.
ASA,3,429,001,CXSC card not up and fail-close mode used. Dropping protocol packet from interface_name:ip_address/port to interface_name:ip_address/port
ASA,3,429,004,Unable to set up authentication-proxy rule for the cx action on interface interface_name for policy_type service-policy.
ASA,3,505,016,Module module_id application changed from: name version version state state to: name version state state.
ASA,3,500,005,connection terminated from in_ifc_name:src_adddress/src_port to out_ifc_name:dest_address/dest_port due to invalid combination of inspections on same flow. Inspect inspect_name is not compatible with inspect inspect_name_2
ASA,3,507,003,"The flow of type protocol from the originating interface: src_ip/src_port to dest_if:dest_ip/dest_port terminated by inspection engine, reason -"
ASA,3,520,001,error_string
ASA,3,520,002,bad new ID table size
ASA,3,520,003,bad id in error_string (id: 0xid_num)
ASA,3,520,004,error_string
ASA,3,520,005,error_string
ASA,3,520,010,"Bad queue elem - qelem_ptr: flink flink_ptr, blink blink_ptr, flink->blink flink_blink_ptr, blink->flink blink_flink_ptr"
ASA,3,520,011,Null queue elem
ASA,3,520,013,Regular expression access check with bad list acl_ID
ASA,3,520,020,No memory available 
ASA,3,520,021,"Error deleting trie entry, error_message"
ASA,3,520,022,"""Error adding mask entry, error_message"
ASA,3,520,023,"Invalid pointer to head of tree, 0x<radix_node_ptr>"
ASA,3,520,024,"Orphaned mask #radix_mask_ptr, refcount= radix_mask_ptr 's ref count at # radix_node_address, next=# radix_node_next"
ASA,3,520,025,"No memory for radix initialization: error_msg%ASA-3-602305: IPSEC: SA creation error, source source address, destination destination address, reason error string"
ASA,3,610,001,NTP daemon interface interface_name: Packet denied from IP_address
ASA,3,610,002,NTP daemon interface interface_name: Authentication failed for packet from IP_address
ASA,3,611,313,VPN Client: Backup Server List Error: reason
ASA,3,613,004,Internal error: memory allocation failure 
ASA,3,613,005,Flagged as being an ABR without a backbone area 
ASA,3,613,006,Reached unknown state in neighbor state machine
ASA,3,613,007,area string lsid IP_address mask netmask type number
ASA,3,613,008,if inside if_state number
ASA,3,613,011,OSPF process number is changing router-id. Reconfigure virtual link neighbors with our new router-id
ASA,3,613,013,OSPF LSID IP_address adv IP_address type number gateway IP_address metric number forwarding addr route IP_address /mask type number has no corresponding LSA
ASA,3,613,029,Router-ID IP_address is in use by ospf process number%ASA-3-613016: Area string router-LSA of length number bytes plus update overhead bytes is too large to flood.
ASA,3,613,032,"Init failed for interface inside, area is being deleted. Try again.%ASA-3-613033: Interface inside is attached to more than one area"
ASA,3,613,034,Neighbor IP_address not configured
ASA,3,613,035,Could not allocate or find neighbor IP_address%ASA-4-613015: Process 1 flushes LSA ID IP_address type-number adv-rtr IP_address in area mask%ASA-3-702305: IPSEC: An direction tunnel_type SA (SPI=spi) between local_IP and remote_IP (username) is rekeying due to sequence number rollover.
ASA,3,710,003,{TCP|UDP} access denied by ACL from source_IP/source_port to interface_name:dest_IP/service
ASA,3,713,004,"device scheduled for reboot or shutdown, IKE key acquire message on interface interface num, for Peer IP_address ignored"
ASA,3,713,008,Key ID in ID payload too big for pre-shared IKE tunnel
ASA,3,713,009,OU in DN in ID payload too big for Certs IKE tunnel
ASA,3,713,012,Unknown protocol (protocol). Not adding SA w/spi=SPI value
ASA,3,713,014,Unknown Domain of Interpretation (DOI): DOI value
ASA,3,713,016,"Unknown identification type, Phase 1 or 2, Type ID_Type"
ASA,3,713,017,"Identification type not supported, Phase 1 or 2, Type ID_Type"
ASA,3,713,018,"Unknown ID type during find of group name for certs, Type ID_Type"
ASA,3,713,020,No Group found by matching OU(s) from ID payload: OU_value
ASA,3,713,022,No Group found matching peer_ID or IP_address for Pre-shared key peer IP_address
ASA,3,713,032,Received invalid local Proxy Range IP_address - IP_address
ASA,3,713,033,Received invalid remote Proxy Range IP_address - IP_address
ASA,3,713,042,"IKE Initiator unable to find policy: Intf interface_number, Src: source_address, Dst: dest_address"
ASA,3,713,043,Cookie/peer address IP_address session already in progress
ASA,3,713,048,Error processing payload: Payload ID: id
ASA,3,713,056,Tunnel rejected: SA (SA_name) not found for group (group_name)!
ASA,3,713,060,"Tunnel Rejected: User (user) not member of group (group_name), group-lock check failed."
ASA,3,713,061,"Tunnel rejected: Crypto Map Policy not found for Src:source_address, Dst: dest_address!"
ASA,3,713,062,IKE Peer address same as our interface address IP_address
ASA,3,713,063,IKE Peer address not configured for destination IP_address
ASA,3,713,065,IKE Remote Peer did not negotiate the following: proposal attribute
ASA,3,713,072,"Password for user (user) too long, truncating to number characters"
ASA,3,713,081,Unsupported certificate encoding type encoding_type
ASA,3,713,082,Failed to retrieve identity certificate
ASA,3,713,083,Invalid certificate handle
ASA,3,713,084,Received invalid phase 1 port value (port) in ID payload
ASA,3,713,085,Received invalid phase 1 protocol (protocol) in ID payload
